frame_id,player_id,timestamp_s,x1,y1,x2,y2,cx,cy,w,h,confidence
248,82,8.233,714,377,870,624,792,501,155,246,0.59
248,31,8.233,24,0,153,205,89,102,129,205,0.81
248,90,8.233,225,0,335,144,280,72,110,144,0.84
248,102,8.233,771,473,909,671,840,572,137,197,0.55
249,23,8.267,344,168,517,432,431,300,173,263,0.82
249,82,8.267,707,375,868,639,787,507,161,264,0.79
249,31,8.267,25,0,156,202,90,101,130,202,0.83
249,90,8.267,233,0,348,140,291,70,115,140,0.84
249,102,8.267,759,464,888,649,824,557,128,185,0.58
250,23,8.3,349,166,516,428,432,297,167,262,0.82
250,82,8.3,705,374,866,646,786,510,161,272,0.79
250,31,8.3,25,0,157,201,91,100,132,201,0.83
250,90,8.3,234,0,355,139,294,69,121,139,0.84
250,102,8.3,755,461,881,642,818,551,125,181,0.58
251,23,8.333,346,158,513,421,430,290,166,262,0.85
251,82,8.333,696,374,854,647,775,511,158,272,0.77
251,31,8.333,37,0,167,196,102,98,129,196,0.76
251,90,8.333,241,0,365,137,303,68,123,136,0.83
251,102,8.333,725,409,883,642,804,525,158,232,0.34
252,23,8.367,348,146,517,413,433,279,169,266,0.86
252,82,8.367,693,373,836,622,765,497,142,249,0.76
252,31,8.367,40,0,169,193,105,96,129,193,0.8
252,90,8.367,253,0,373,133,313,67,120,132,0.77
253,23,8.4,345,136,516,398,430,267,170,262,0.87
253,82,8.4,690,370,821,598,756,484,131,227,0.78
253,31,8.4,40,0,165,186,103,93,124,186,0.79
253,90,8.4,265,0,379,126,322,63,114,126,0.72
254,23,8.433,347,122,524,385,435,254,177,263,0.84
254,82,8.433,681,362,808,582,744,472,127,219,0.51
254,31,8.433,54,0,170,178,112,89,116,178,0.7
254,90,8.433,284,0,391,116,338,58,106,116,0.47
255,23,8.467,360,115,539,375,450,245,179,259,0.86
255,82,8.467,669,356,790,566,729,461,120,209,0.57
255,31,8.467,70,0,180,166,125,83,110,166,0.67
255,90,8.467,296,0,397,104,346,52,100,104,0.69
255,102,8.467,682,342,826,559,754,450,143,216,0.52
256,23,8.5,363,112,546,371,455,242,182,258,0.86
256,82,8.5,664,355,782,560,723,458,117,205,0.56
256,31,8.5,74,0,183,162,129,81,108,162,0.67
256,90,8.5,298,1,399,100,349,51,101,99,0.67
256,102,8.5,681,339,819,551,750,445,137,212,0.52
257,23,8.533,371,108,555,366,463,237,184,257,0.84
257,82,8.533,654,329,781,551,717,440,126,222,0.41
257,31,8.533,73,0,180,155,127,77,107,155,0.81
257,90,8.533,305,0,412,98,358,49,107,97,0.69
258,23,8.567,387,103,566,361,476,232,179,257,0.78
258,82,8.567,627,307,759,547,693,427,132,240,0.75
258,31,8.567,72,0,181,149,127,74,108,149,0.84
258,90,8.567,312,0,425,94,368,47,113,94,0.7
258,102,8.567,664,330,796,538,730,434,131,208,0.72
259,23,8.6,396,98,570,352,483,225,173,253,0.84
259,82,8.6,604,290,737,537,671,413,132,247,0.8
259,31,8.6,72,0,183,145,127,72,111,145,0.82
259,90,8.6,327,0,444,90,386,45,116,90,0.62
259,102,8.6,658,318,786,525,722,422,127,207,0.77
260,23,8.633,410,91,578,344,494,218,168,252,0.84
260,82,8.633,592,281,716,514,654,397,123,232,0.83
260,31,8.633,73,0,187,142,130,71,114,142,0.83
260,102,8.633,649,308,773,513,711,411,123,204,0.8
261,23,8.667,422,84,585,337,504,210,162,252,0.86
261,82,8.667,589,275,697,475,643,375,108,200,0.81
261,31,8.667,78,0,195,143,137,71,116,143,0.77
261,102,8.667,640,302,762,506,701,404,122,204,0.79
262,23,8.7,428,81,586,334,507,208,158,252,0.86
262,82,8.7,589,273,692,462,640,367,102,188,0.81
262,31,8.7,80,0,198,143,139,71,118,143,0.77
262,102,8.7,637,300,758,504,697,402,121,204,0.8
263,23,8.733,432,81,589,334,511,207,156,252,0.83
263,82,8.733,572,275,692,494,632,385,120,219,0.81
263,31,8.733,88,0,205,143,147,71,117,143,0.74
263,102,8.733,627,299,752,512,690,405,124,212,0.77
264,23,8.767,445,83,602,333,524,208,157,250,0.85
264,82,8.767,554,276,684,507,619,391,129,231,0.81
264,31,8.767,93,0,210,144,151,72,116,144,0.78
264,102,8.767,620,299,745,514,683,407,124,214,0.62
265,23,8.8,457,87,612,329,535,208,155,242,0.86
265,82,8.8,543,279,677,513,610,396,134,234,0.82
265,31,8.8,97,0,215,147,156,73,117,147,0.82
265,102,8.8,623,304,740,508,681,406,117,203,0.55
266,23,8.833,476,95,629,329,553,212,153,233,0.84
266,82,8.833,537,282,675,520,606,401,137,238,0.8
266,31,8.833,102,0,226,155,164,78,124,155,0.79
266,102,8.833,631,314,731,487,681,400,99,173,0.59
267,23,8.867,494,105,650,338,572,221,155,232,0.82
267,82,8.867,535,297,664,519,600,408,128,222,0.66
267,31,8.867,108,0,238,162,173,81,129,161,0.84
267,102,8.867,637,323,725,475,681,399,87,151,0.62
267,90,8.867,414,0,550,96,482,48,135,95,0.62
268,23,8.9,500,109,659,342,580,225,159,232,0.82
268,82,8.9,536,303,661,519,598,411,124,216,0.67
268,31,8.9,111,0,243,164,177,82,132,164,0.85
268,102,8.9,638,327,723,472,681,400,84,145,0.62
268,90,8.9,414,0,560,96,487,48,145,96,0.61
269,23,8.933,500,110,662,347,581,228,162,237,0.78
269,31,8.933,108,0,248,169,178,84,139,169,0.76
269,102,8.933,636,334,727,491,682,412,90,157,0.52
269,90,8.933,421,1,577,100,499,51,156,99,0.35
270,23,8.967,511,111,667,343,589,227,155,231,0.85
270,31,8.967,118,0,261,174,189,87,142,174,0.73
270,102,8.967,639,344,727,497,683,420,88,153,0.68
271,23,9.0,528,108,680,340,604,224,151,232,0.86
271,31,9.0,133,0,273,174,203,87,139,173,0.7
271,102,9.0,651,352,730,489,691,420,78,137,0.47
271,90,9.0,463,1,614,102,539,51,150,101,0.42
272,23,9.033,551,102,701,334,626,218,149,232,0.86
272,31,9.033,152,0,287,173,219,87,135,173,0.78
272,90,9.033,501,0,643,100,572,50,142,100,0.53
273,23,9.067,566,96,715,329,641,212,149,233,0.85
273,31,9.067,168,0,298,171,233,85,130,170,0.72
273,90,9.067,528,0,661,95,595,48,133,94,0.6
274,23,9.1,572,93,720,327,646,210,148,233,0.85
274,31,9.1,175,0,302,170,238,85,126,169,0.72
274,90,9.1,537,0,668,94,602,47,130,93,0.62
274,112,9.1,526,359,748,496,637,428,221,136,0.45
275,23,9.133,580,94,726,325,653,210,146,230,0.84
275,31,9.133,190,0,313,166,252,83,123,166,0.77
275,90,9.133,547,1,682,97,615,49,134,96,0.68
276,23,9.167,589,94,733,323,661,208,143,229,0.87
276,31,9.167,199,0,324,169,261,85,125,169,0.74
276,90,9.167,557,0,703,101,630,51,146,100,0.77
277,23,9.2,599,95,737,324,668,209,138,228,0.85
277,31,9.2,206,0,336,174,271,87,129,174,0.78
278,23,9.233,607,96,741,324,674,210,133,228,0.83
278,31,9.233,216,0,349,177,282,89,132,176,0.76
278,114,9.233,1253,264,1274,404,1264,334,21,140,0.6
278,90,9.233,592,1,756,113,674,57,164,112,0.34
279,23,9.267,614,89,748,323,681,206,133,234,0.85
279,31,9.267,228,0,364,186,296,93,136,185,0.74
280,23,9.3,618,86,749,323,684,205,131,236,0.85
280,31,9.3,234,0,370,189,302,95,135,188,0.75
280,116,9.3,1233,270,1279,517,1256,393,45,246,0.53
280,117,9.3,672,288,714,321,693,304,41,33,0.47
281,23,9.333,624,81,754,322,689,201,130,241,0.84
281,31,9.333,244,1,375,187,309,94,131,186,0.76
281,116,9.333,1233,273,1269,461,1251,367,35,188,0.51
281,90,9.333,663,0,817,113,740,56,154,112,0.51
282,23,9.367,633,80,762,320,698,200,129,239,0.86
282,31,9.367,256,1,381,182,319,91,125,181,0.77
282,116,9.367,1224,278,1256,437,1240,358,31,159,0.58
282,90,9.367,693,0,836,107,765,53,142,106,0.46
282,112,9.367,545,355,791,508,668,431,246,153,0.32
283,23,9.4,638,76,768,319,703,198,129,243,0.85
283,31,9.4,262,0,383,178,323,89,120,177,0.79
284,23,9.433,638,73,767,316,703,194,128,243,0.86
284,31,9.433,268,1,387,177,327,89,118,176,0.77
284,90,9.433,716,1,860,107,788,54,144,105,0.73
284,121,9.433,1164,286,1271,510,1218,398,106,223,0.86
285,23,9.467,634,67,761,311,698,189,126,243,0.85
285,31,9.467,273,1,392,180,333,90,119,179,0.81
285,90,9.467,723,1,882,115,803,58,159,114,0.71
285,112,9.467,541,348,777,492,659,420,236,143,0.73
285,121,9.467,1149,295,1251,507,1200,401,101,212,0.82
286,23,9.5,633,66,758,309,696,188,124,242,0.85
286,31,9.5,275,1,394,181,334,91,119,180,0.81
286,90,9.5,721,0,892,121,807,60,170,120,0.69
286,112,9.5,541,346,777,489,659,418,235,143,0.7
286,121,9.5,1143,298,1243,506,1193,402,100,208,0.82
287,23,9.533,632,63,755,305,693,184,122,241,0.83
287,31,9.533,274,1,394,182,334,92,119,181,0.74
287,90,9.533,733,0,901,116,817,58,167,116,0.62
287,121,9.533,1120,305,1220,511,1170,408,100,206,0.82
288,23,9.567,631,63,752,303,691,183,121,240,0.85
288,31,9.567,272,0,394,185,333,93,121,184,0.71
288,121,9.567,1093,311,1194,516,1143,413,100,204,0.81
289,23,9.6,630,62,748,298,689,180,118,236,0.85
289,31,9.6,269,0,389,184,329,92,119,183,0.79
289,121,9.6,1063,316,1168,527,1116,422,104,210,0.82
289,112,9.6,500,341,732,482,616,411,231,141,0.36
290,23,9.633,631,62,747,294,689,178,116,231,0.86
290,31,9.633,270,0,385,180,328,90,115,180,0.79
290,121,9.633,1035,318,1140,529,1087,423,105,210,0.85
290,112,9.633,490,365,689,482,590,423,198,116,0.49
291,23,9.667,627,61,745,292,686,177,117,230,0.86
291,31,9.667,273,0,384,176,329,88,110,176,0.78
291,121,9.667,1010,317,1112,519,1061,418,102,201,0.83
292,23,9.7,625,61,744,291,685,176,118,229,0.86
292,31,9.7,275,0,383,175,329,88,108,174,0.77
292,121,9.7,1002,317,1104,515,1053,416,102,197,0.82
293,23,9.733,619,60,740,291,680,175,121,230,0.87
293,31,9.733,275,0,383,173,329,86,107,172,0.79
293,121,9.733,981,315,1079,502,1030,409,97,186,0.79
294,23,9.767,611,60,736,292,674,176,125,232,0.86
294,31,9.767,275,0,384,170,329,85,109,170,0.81
294,121,9.767,956,311,1056,500,1006,406,100,188,0.78
294,90,9.767,795,0,951,109,873,55,156,108,0.58
295,23,9.8,606,62,735,295,671,178,128,233,0.86
295,31,9.8,273,0,387,173,330,86,114,172,0.83
295,121,9.8,931,309,1033,501,982,405,101,191,0.67
295,90,9.8,799,0,963,110,881,55,163,109,0.55
296,23,9.833,603,65,733,298,668,181,129,233,0.83
296,31,9.833,281,0,400,173,340,86,118,173,0.81
296,121,9.833,910,309,1016,509,963,409,105,199,0.81
297,23,9.867,608,68,735,299,671,184,127,230,0.83
297,31,9.867,287,0,412,179,350,89,125,179,0.77
297,121,9.867,895,313,1004,518,949,415,108,205,0.82
298,23,9.9,610,70,735,300,672,185,125,229,0.83
298,31,9.9,288,0,418,181,353,90,129,181,0.76
298,121,9.9,890,314,1000,522,945,418,109,207,0.82
299,23,9.933,617,72,739,301,678,186,122,229,0.84
299,31,9.933,300,1,434,190,367,95,133,188,0.81
299,121,9.933,884,315,995,524,940,420,110,208,0.81
300,23,9.967,623,73,743,303,683,188,120,230,0.87
300,31,9.967,319,1,453,194,386,97,134,193,0.83
300,121,9.967,876,317,987,524,931,421,110,207,0.83
300,90,9.967,866,0,1054,129,960,64,188,129,0.54
301,23,10.0,628,74,748,307,688,191,119,233,0.85
301,31,10.0,339,0,472,197,405,98,132,196,0.84
301,121,10.0,867,318,979,525,923,421,112,206,0.84
301,90,10.0,900,0,1078,129,989,65,177,129,0.68
302,23,10.033,634,75,755,315,694,195,120,240,0.83
302,31,10.033,355,0,485,197,420,98,129,197,0.82
302,121,10.033,855,319,970,523,913,421,114,204,0.83
302,90,10.033,931,1,1099,129,1015,65,168,128,0.75
303,23,10.067,639,77,761,323,700,200,121,246,0.83
303,31,10.067,368,0,500,206,434,103,132,206,0.84
303,121,10.067,845,319,962,521,904,420,117,202,0.86
303,90,10.067,952,0,1121,133,1037,67,169,133,0.8
304,23,10.1,642,77,763,326,702,202,120,249,0.83
304,31,10.1,374,0,505,209,439,104,131,209,0.84
304,121,10.1,841,319,961,520,901,420,120,201,0.86
304,90,10.1,961,0,1128,135,1045,67,166,134,0.8
305,23,10.133,649,80,769,330,709,205,119,249,0.85
305,31,10.133,384,0,516,215,450,107,131,215,0.82
305,121,10.133,833,317,961,524,897,421,128,207,0.88
305,90,10.133,974,0,1147,142,1060,71,173,141,0.84
306,23,10.167,657,87,775,334,716,210,117,246,0.85
306,31,10.167,394,2,527,221,460,111,132,219,0.81
306,121,10.167,822,318,951,520,886,419,128,201,0.85
306,90,10.167,987,0,1171,150,1079,75,183,150,0.8
307,23,10.2,663,94,780,339,722,216,117,245,0.85
307,31,10.2,412,7,543,227,477,117,130,219,0.8
307,121,10.2,803,318,940,529,871,424,136,211,0.83
307,90,10.2,1003,1,1193,158,1098,79,190,157,0.82
308,23,10.233,669,104,783,343,726,224,114,238,0.85
308,31,10.233,428,12,558,238,493,125,130,225,0.81
308,121,10.233,788,318,919,518,854,418,131,199,0.83
308,90,10.233,1022,0,1222,168,1122,84,200,167,0.85
309,23,10.267,673,110,785,345,729,227,111,234,0.85
309,31,10.267,447,18,574,242,511,130,126,223,0.83
309,121,10.267,763,317,897,524,830,420,134,206,0.78
309,90,10.267,1046,0,1245,173,1146,86,198,172,0.83
310,23,10.3,674,113,785,345,730,229,110,232,0.86
310,31,10.3,455,20,579,244,517,132,123,223,0.83
310,121,10.3,755,317,889,525,822,421,134,208,0.78
310,90,10.3,1058,0,1252,174,1155,87,194,174,0.83
310,133,10.3,0,155,41,416,20,286,41,260,0.69
